formula,frac_N,frac_O,frac_Ti,frac_V,frac_Zr,frac_Nb,frac_Hf,mendeleev_no,electrical_resistivity,velocity_of_sound,reflectivity,poissons_ratio,molar_volume,thermal_conductivity,boiling_point,melting_point,critical_temperature,superconduction_temperature,liquid_range,bulk_modulus,youngs_modulus,brinell_hardness,rigidity_modulus,vickers_hardness,density_of_solid,atomic_radius_calculated,van_der_waals_radius,coefficient_of_linear_thermal_expansion,enthalpy,entropy,delta,Tm,x_e,x_ch,potential_energy,deltaG,omega,VEC,YM(GPa),H(GPa)
Hf16.84 Zr9.92 Ti10.69 Nb10.33 V4.77 N46.1 O1.35,0.461,0.0135,0.1069,0.0477,0.0992,0.1033,0.1684,74.2469,0.474500168,2061.48185,3.862,0.663713,12.783399,15.57576646,2396.80956,1258.61085,60.7908,1.8124322,1138.19871,56.0497,49.7078,533.7593,19.671,656.4407,4546.296,1.293509,1.88131,0.474503633,339.4939385,12.99517043,0.386156016,1258.61085,1.220475476,2.092565297,3.313040773,-3559.05719,0.048177186,4.639,325.7740282,30.4
Hf18.28 Zr9.86 Ti10.49 Nb11.25 V4.79 N44.28 O1.06,0.442755724,0.01059894,0.104889511,0.04789521,0.098590141,0.112488751,0.182781722,73.21367863,0.453354838,2119.989581,3.873712629,0.650785921,12.75049595,16.34998427,2502.067421,1313.837236,58.0610139,1.8780016,1188.230185,58.98210179,51.52354765,563.2366763,20.33106689,691.4822518,4804.60384,1.325546445,1.895526447,0.45335843,226.4748704,13.10187636,0.379130591,1313.837236,1.198271085,2.080608669,3.278879755,-3704.088038,0.076007254,4.624337566,302.949806,27.66
Hf19.1 Zr9.03 Ti9.76 Nb11.95 V4.52 N44.61 O1.03,0.4461,0.0103,0.0976,0.0452,0.0903,0.1195,0.191,73.3769,0.45640017,2096.17521,3.712,0.653528,12.760761,16.48309654,2502.863456,1316.233645,58.4338,1.924426,1186.629811,59.8397,51.1495,570.0706,20.1261,698.9549,4870.7799,1.323736,1.89442,0.456403733,214.5864718,12.98305687,0.380435602,1316.233645,1.202395673,2.076337269,3.278732943,-3680.33059,0.079635664,4.6314,325.2646175,26.05
Hf20.27 Zr8.53 Ti9.04 Nb12.66 V4.38 N44.15 O0.97,0.4415,0.0097,0.0904,0.0438,0.0853,0.1266,0.2027,73.1298,0.45120017,2099.18315,3.628,0.650975,12.763846,16.81866177,2540.92938,1337.084535,57.76572,1.9729086,1203.844845,61.3075,51.448,585.8966,20.1941,716.5355,5013.7893,1.3339,1.898707,0.451203752,191.2559697,12.93189901,0.378969417,1337.084535,1.197761683,2.072647797,3.270409481,-3688.313732,0.090407856,4.6313,344.3958197,27.1
Hf17.35 Zr10.32 Ti11.09 Nb9.37 V5.73 N44.83 O1.3,0.448344834,0.0130013,0.110911091,0.057305731,0.103210321,0.093709371,0.173517352,73.59835984,0.461346308,2114.776858,4.438343834,0.654817482,12.74712371,15.65349048,2441.026491,1281.524267,59.12977298,1.767141714,1159.502223,56.95119512,51.05430543,546.8979898,20.20722072,666.3189319,4635.083308,1.309583958,1.888730873,0.461349866,320.7957713,13.17041521,0.381574132,1281.524267,1.205994082,2.094406396,3.300400478,-3630.328792,0.052613557,4.625362536,304.7705655,26.32
Hf18.49 Zr9.9 Ti10.44 Nb9.98 V5.4 N44.7 O1.09,0.447,0.0109,0.1044,0.054,0.099,0.0998,0.1849,73.4267,0.457900173,2111.08895,4.24,0.653281,12.75557,15.90153573,2471.7341,1297.78447,58.63864,1.7984672,1173.94963,57.9859,51.1135,561.2531,20.1959,682.1949,4761.8227,1.317772,1.892143,0.457903735,237.8715501,13.08477652,0.380776865,1297.78447,1.203474259,2.081137178,3.284611437,-3687.561406,0.071388191,4.6226,322.0258198,28.35
Hf19.63 Zr9.17 Ti9.87 Nb10.81 V5.3 N43.79 O1.43,0.4379,0.0143,0.0987,0.053,0.0917,0.1081,0.1963,73.1676,0.452200173,2116.43269,4.18,0.650443,12.763171,16.28749105,2510.413704,1320.009335,58.02156,1.8588684,1190.404369,59.8509,51.5829,577.282,20.3089,700.4603,4905.3518,1.327674,1.896346,0.452203764,372.6702833,13.18478023,0.379253292,1320.009335,1.198658892,2.103560845,3.302219736,-3582.763785,0.046700888,4.6276,293.8416308,28.4
Hf21.09 Zr8.91 Ti9.55 Nb11.72 V4.95 N42.35 O1.44,0.423457654,0.01439856,0.095490451,0.04949505,0.089091091,0.117188281,0.210878912,72.46315368,0.437856391,2147.971803,3.96970303,0.641917808,12.76381162,16.87393436,2589.448895,1361.198875,56.22851715,1.908655334,1228.25002,62.06879312,52.66163384,602.5458454,20.68523148,730.4311569,5124.40206,1.350935906,1.906588341,0.437860059,377.7422219,13.2441129,0.374569886,1361.198875,1.183856631,2.10710707,3.290963701,-3595.49165,0.047725328,4.618938106,280.0378985,27.5
Hf21.87 Zr7.88 Ti8.6 Nb12.12 V4.5 N44.01 O1.03,0.440055994,0.01029897,0.085991401,0.0449955,0.078792121,0.121187881,0.218678132,73.07879212,0.450355135,2090.621548,3.699730027,0.65069593,12.78262374,16.68427313,2549.86341,1342.388106,57.67693231,1.924769123,1207.475303,61.8440156,51.32426757,602.4393561,20.11438856,728.109989,5125.137686,1.336776322,1.899872013,0.450358706,214.7165601,12.86458627,0.379203522,1342.388106,1.19850159,2.074994152,3.273495743,-3644.659321,0.080428205,4.626837316,301.5643205,28.63
Hf18.75 Zr9.87 Ti10.67 Nb8.84 V6.09 N44.26 O1.52,0.4426,0.0152,0.1067,0.0609,0.0987,0.0884,0.1875,73.422,0.457800175,2118.98636,4.654,0.65277,12.759798,15.60333637,2459.440776,1291.79689,58.74824,1.731247,1167.643886,57.6905,51.2488,563.0676,20.2562,678.0161,4749.3024,1.315437,1.891272,0.457803743,407.2977898,13.22385405,0.380905796,1291.79689,1.203881758,2.108453989,3.312335746,-3559.858426,0.04194114,4.6223,294.2371167,26.36
Hf19.97 Zr9.22 Ti9.99 Nb9.21 V5.55 N44.74 O1.32,0.4474,0.0132,0.0999,0.0555,0.0922,0.0921,0.1997,73.5492,0.460600173,2092.07464,4.33,0.65518,12.785699,15.6173072,2463.168804,1293.91913,59.042,1.7339886,1169.249674,58.0458,50.6697,574.0486,19.9981,688.5182,4837.4331,1.315275,1.890923,0.460603701,328.04131,13.0429441,0.382368853,1293.91913,1.20850586,2.093507824,3.302013684,-3584.841921,0.05144631,4.6214,267.2113898,27.53
Hf21.14 Zr8.71 Ti9.27 Nb10.15 V5.35 N44.45 O0.92,0.444544454,0.00920092,0.092709271,0.053505351,0.087108711,0.101510151,0.211421142,73.22062206,0.453745547,2099.668167,4.210321032,0.651656166,12.77257026,16.05773174,2510.173477,1319.625248,58.07022702,1.798925093,1190.54823,59.81278128,51.12951295,591.1830183,20.12231223,708.7368737,4996.334333,1.328213821,1.896415642,0.453749106,170.5663448,12.92087198,0.380094712,1319.625248,1.201318264,2.068490321,3.269808585,-3705.69525,0.099965259,4.617961796,326.3156837,27.3
Hf22.01 Zr7.95 Ti8.25 Nb10.04 V4.75 N46.27 O0.73,0.4627,0.0073,0.0825,0.0475,0.0795,0.1004,0.2201,74.0015,0.470000167,2028.81747,3.85,0.662602,12.824752,15.61204558,2454.086332,1290.244875,60.05132,1.7648678,1163.841457,58.5035,49.2358,589.1094,19.3742,702.0175,4970.106,1.309411,1.887661,0.470003593,93.18887668,12.54076097,0.386320936,1290.244875,1.220996719,2.047484612,3.268481332,-3669.039415,0.173632875,4.6252,327.4800672,27.87
Hf23.4 Zr7.48 Ti8.06 Nb11.21 V4.79 N43.72 O1.35,0.437156284,0.01349865,0.080591941,0.04789521,0.074792521,0.112088791,0.233976602,73.07989201,0.450655105,2080.724098,3.873712629,0.6510019,12.81657734,16.42390932,2551.595632,1343.034657,57.80535946,1.853919608,1208.560976,61.84631537,51.03529647,617.1053895,19.99460054,735.9967003,5218.121888,1.337709229,1.900210979,0.450658655,340.5099106,12.86618736,0.380099744,1343.034657,1.201334168,2.09361594,3.294950108,-3519.346299,0.050746645,4.624137586,292.2467993,28.02
Hf19.66 Zr9.1 Ti9.51 Nb8.21 V6.02 N46.63 O0.87,0.4663,0.0087,0.0951,0.0602,0.091,0.0821,0.1966,74.2499,0.475000169,2049.81993,4.612,0.664228,12.784729,15.01887578,2393.529008,1257.985275,60.71708,1.6782198,1135.543733,56.242,49.3555,560.1678,19.5096,667.0886,4709.7567,1.294568,1.88159,0.475003602,149.2379952,12.74680872,0.38691475,1257.985275,1.222873513,2.058696871,3.281570385,-3674.804622,0.107447823,4.626,319.6065439,25.59
Hf21.06 Zr8.57 Ti8.79 Nb8.57 V5.8 N45.97 O1.24,0.4597,0.0124,0.0879,0.058,0.0857,0.0857,0.2106,74.1087,0.472100168,2043.48092,4.48,0.663028,12.817527,15.18670364,2421.134772,1272.699705,60.45908,1.6924188,1148.435067,57.2418,49.3454,576.6327,19.4684,683.3262,4846.5451,1.301544,1.884487,0.4721036,295.5105047,12.80235506,0.386820194,1272.699705,1.222574662,2.082638566,3.305213228,-3545.196014,0.055136969,4.6282,317.4631048,24.84
Hf22.14 Zr7.75 Ti8.21 Nb9 V5.41 N46.87 O0.62,0.4687,0.0062,0.0821,0.0541,0.0775,0.09,0.2214,74.2422,0.474900166,2019.03082,4.246,0.665457,12.814352,15.23027132,2422.113272,1274.596095,60.63356,1.7079942,1147.517177,57.8934,48.9125,586.2283,19.2495,692.5332,4923.7871,1.300817,1.883874,0.474903566,49.25918056,12.45902788,0.38775943,1274.596095,1.225543188,2.037777083,3.263320271,-3688.449184,0.322381089,4.6252,293.8264243,26.39
Hf24.13 Zr7.82 Ti8.38 Nb9.38 V5.33 N44.06 O0.92,0.440511898,0.00919816,0.083783243,0.053289342,0.078184363,0.093781244,0.24125175,72.99480104,0.449710232,2089.364287,4.197360528,0.649596081,12.81325135,15.91804163,2542.184019,1336.083873,57.56492701,1.717034993,1206.100146,60.75084983,50.97080584,623.875025,20.02209558,734.179964,5227.483103,1.338235353,1.90065187,0.44971378,169.822205,12.74210013,0.379764959,1336.083873,1.200276055,2.065535046,3.265811101,-3652.807834,0.100249049,4.605978804,297.8373986,28.33
Hf24.41 Zr6.85 Ti7.27 Nb9.86 V4.78 N45.58 O1.25,0.4558,0.0125,0.0727,0.0478,0.0685,0.0986,0.2441,73.9187,0.468300166,2013.13863,3.868,0.662297,12.868668,15.60750556,2476.728988,1303.51389,59.98616,1.7405798,1173.215098,59.7948,49.0707,614.6045,19.244,722.6292,5160.1617,1.315004,1.889879,0.468303577,299.014448,12.51421441,0.386898259,1303.51389,1.222821391,2.078895533,3.301716924,-3455.249874,0.054554061,4.6272,303.1039212,27.09
Hf21.64 Zr8.56 Ti9.36 Nb7.73 V6.73 N45.11 O0.87,0.4511,0.0087,0.0936,0.0673,0.0856,0.0773,0.2164,73.5078,0.459800173,2093.28921,5.038,0.654745,12.760453,15.27758316,2460.321536,1294.542315,58.81404,1.6556002,1165.779221,58.5544,50.7483,590.1546,19.9955,693.713,4933.6046,1.316113,1.89121,0.459803699,150.2537277,12.83122204,0.382047089,1294.542315,1.207488899,2.062464579,3.269953477,-3699.112883,0.110550068,4.6131,329.1102609,31.26
Hf23.47 Zr8.22 Ti8.75 Nb8.26 V6.45 N44.01 O0.85,0.440055994,0.00849915,0.087491251,0.064493551,0.082191781,0.082591741,0.234676532,72.94730527,0.44855532,2111.929917,4.869613039,0.648227177,12.77424658,15.68362535,2527.081928,1328.95201,57.40047995,1.675966003,1198.129918,60.32876712,51.41865813,616.7565243,20.22047795,722.0879912,5155.333767,1.335753425,1.899780022,0.448558895,142.6947126,12.83086732,0.378787901,1328.95201,1.197187989,2.062753619,3.259941608,-3706.565484,0.119497118,4.604139586,311.7585594,28.69
Hf24.56 Zr7.78 Ti8.2 Nb8.76 V5.94 N43.17 O1.59,0.4317,0.0159,0.082,0.0594,0.0778,0.0876,0.2456,72.9005,0.447600175,2099.15137,4.564,0.648182,12.828258,15.82557343,2546.636892,1338.854205,57.49108,1.6903548,1207.782687,60.9574,51.208,629.0264,20.1116,735.4322,5259.1794,1.339842,1.901431,0.447603736,434.4367712,12.95472887,0.379480787,1338.854205,1.199377906,2.108744269,3.308122175,-3451.981889,0.039924091,4.6105,303.2118223,28.4
Hf25.29 Zr6.91 Ti7.52 Nb9.19 V5.64 N44.22 O1.22,0.442244224,0.01220122,0.075207521,0.056405641,0.069106911,0.091909191,0.252925293,73.24192419,0.454445616,2063.730793,4.384338434,0.653224322,12.83287429,15.78472477,2528.554787,1331.304,58.24308431,1.713808581,1197.250787,61.26762676,50.47634763,632.2634263,19.77547755,737.7006701,5288.105711,1.332757276,1.897965797,0.454449122,288.4861638,12.66369077,0.381939603,1331.304,1.207149181,2.081195257,3.288344437,-3510.621068,0.058440315,4.614961496,312.7112762,27.46
Hf27.03 Zr6.5 Ti7.03 Nb9.76 V5.26 N43.57 O0.86,0.435656434,0.00859914,0.070292971,0.052594741,0.064993501,0.097590241,0.270272973,72.72982702,0.444255748,2079.021118,4.155684432,0.647344266,12.83415458,16.16936578,2590.030469,1363.175747,56.8650135,1.733335066,1226.854722,62.9770023,51.07819218,657.339766,19.97050295,764.8466153,5495.462854,1.351030897,1.905918408,0.444259298,146.29817,12.49473027,0.378617076,1363.175747,1.196648081,2.057541198,3.254189279,-3602.120912,0.116423283,4.603039696,292.3681794,25.54
Hf23.04 Zr7.95 Ti8.47 Nb7.23 V7.03 N44.86 O1.42,0.4486,0.0142,0.0847,0.0703,0.0795,0.0723,0.2304,73.6575,0.462800172,2072.59546,5.218,0.657113,12.800835,15.08656477,2454.599036,1292.31339,59.34584,1.6230612,1162.285646,58.7423,50.2551,601.8242,19.7766,699.4987,5015.5982,1.313473,1.889843,0.462803659,367.1425548,12.84747072,0.383993164,1292.31339,1.213639619,2.095040099,3.308679718,-3487.098662,0.045222103,4.6196,295.333503,29.36
Hf24.32 Zr7.28 Ti7.85 Nb7.61 V6.68 N45.14 O1.12,0.4514,0.0112,0.0785,0.0668,0.0728,0.0761,0.2432,73.6424,0.462600171,2057.24104,5.008,0.657612,12.810831,15.18715736,2469.701044,1300.92003,59.2356,1.6341826,1168.781014,59.5474,50.0295,615.3886,19.6464,712.7804,5125.5799,1.31705,1.891183,0.462603642,248.6576978,12.64194321,0.384240474,1300.92003,1.214421261,2.073512597,3.287933858,-3543.925266,0.066139747,4.6167,305.7601115,25.81
Hf25.61 Zr7.01 Ti7.67 Nb7.99 V6.34 N44.31 O1.06,0.443144314,0.01060106,0.076707671,0.063406341,0.070107011,0.079907991,0.256125613,73.19781978,0.453745547,2073.325993,4.804380438,0.652318232,12.81855086,15.48327535,2519.660402,1326.612296,58.109991,1.641520952,1193.048106,60.86488649,50.60326033,634.9909991,19.84278428,734.2456246,5283.89809,1.332059206,1.897789779,0.453749061,225.2312054,12.61986139,0.381554049,1326.612296,1.205930611,2.070639215,3.276569825,-3560.727213,0.074331011,4.607660766,280.2018319,24.43
Hf26.7 Zr6.56 Ti7.21 Nb7.98 V5.75 N44.64 O1.17,0.446355364,0.01169883,0.072092791,0.057494251,0.065593441,0.079792021,0.266973303,73.39026097,0.458054366,2043.777412,4.449655034,0.65539546,12.86405159,15.3380077,2513.001344,1322.271853,58.68063194,1.609621038,1190.729491,60.58464154,49.84251575,643.40016,19.53824618,740.9238076,5340.981302,1.329188081,1.896332367,0.458057829,267.5458154,12.46244124,0.383794473,1322.271853,1.213011641,2.07383492,3.286846561,-3471.186557,0.0615922,4.607039296,299.07746,23.44
Hf28.27 Zr6.02 Ti6.93 Nb8.77 V5.29 N43.27 O1.44,0.432743274,0.01440144,0.069306931,0.052905291,0.060206021,0.087708771,0.282728273,72.85548555,0.447144888,2062.135934,4.174317432,0.649060906,12.88079308,15.80013941,2576.702722,1355.925248,57.39151915,1.644777078,1220.777475,62.60656066,50.61486149,667.6210621,19.78477848,768.6427643,5542.843684,1.347459746,1.904342434,0.447148406,374.7393721,12.50357902,0.380497372,1355.925248,1.2025909,2.0917898,3.2943807,-3376.334334,0.045241893,4.602160216,299.215383,25.58
Hf24.9 Zr7.31 Ti8.07 Nb6.66 V7.64 N43.8 O1.63,0.437956204,0.01629837,0.080691931,0.076392361,0.073092691,0.066593341,0.248975102,73.2419758,0.454254749,2092.60279,5.583541646,0.651950805,12.79920408,15.15873092,2494.058934,1314.49839,58.33554645,1.591493851,1179.560544,60.33436656,50.97540246,625.9847015,20.0069993,718.8019198,5191.360164,1.326021398,1.895382462,0.454258282,450.1085369,12.85473912,0.381500342,1314.49839,1.205760865,2.108148017,3.313908882,-3406.3132,0.037541021,4.613538646,308.1470377,29.73
Hf25.75 Zr6.65 Ti7.61 Nb6.8 V7 N44.7 O1.48,0.447044704,0.01480148,0.076107611,0.070007001,0.066506651,0.068006801,0.257525753,73.60076008,0.461846356,2052.692469,5.200420042,0.65720272,12.83226523,14.98163756,2472.757156,1303.451835,59.24350435,1.572922292,1169.305321,59.99029903,50.00140014,629.9953995,19.60566057,721.320432,5214.732473,1.318421842,1.891766177,0.461849822,390.3327851,12.61221211,0.384566098,1303.451835,1.215450419,2.094264422,3.309714841,-3393.330849,0.042116398,4.614661466,305.8065314,28.05
Hf26.56 Zr6.23 Ti6.89 Nb7.22 V6.17 N45.61 O1.31,0.456145615,0.01310131,0.068906891,0.061706171,0.062306231,0.072207221,0.265626563,73.94549455,0.469247093,2010.565267,4.702370237,0.662477248,12.87577358,14.88261752,2458.032919,1294.74846,60.12179218,1.569946795,1163.284459,59.47844784,48.89828983,633.7667767,19.17011701,725.1392139,5248.038604,1.312348235,1.888766877,0.469250485,322.2534113,12.35441243,0.38772088,1294.74846,1.225421348,2.078665368,3.304086716,-3384.070318,0.049637509,4.616261626,315.5616095,28.43
Hf28.06 Zr5.74 Ti6.55 Nb7.39 V5.82 N45.43 O1.01,0.4543,0.0101,0.0655,0.0582,0.0574,0.0739,0.2806,73.6927,0.464400169,2011.22123,4.492,0.659792,12.884051,15.02180303,2491.120368,1311.938995,59.42972,1.5593858,1179.181373,60.4678,49.0615,652.6324,19.2022,743.7852,5393.1153,1.322272,1.893038,0.464403574,203.5174792,12.15606842,0.386403663,1311.938995,1.221258182,2.057337224,3.278595406,-3443.303047,0.078361919,4.6066,310.230703,25.02
Hf30.44 Zr5.48 Ti6.55 Nb8.3 V5.59 N42.03 O1.6,0.420342034,0.0160016,0.065506551,0.055905591,0.054805481,0.083008301,0.304430443,72.31653165,0.436343812,2084.89857,4.354335434,0.642467247,12.89024102,15.93037467,2630.351643,1384.371152,56.08466847,1.604661666,1245.980491,64.24052405,51.37923792,696.6971697,20.0420042,793.9442944,5757.446345,1.364433443,1.911850185,0.436347382,438.3374579,12.45558641,0.377108062,1384.371152,1.19187873,2.100623055,3.292501785,-3298.338466,0.039337625,4.591259126,281.3504783,25.91
Hf25.8 Zr6.73 Ti7.48 Nb5.86 V7.61 N45.15 O1.37,0.4515,0.0137,0.0748,0.0761,0.0673,0.0586,0.258,73.7614,0.465200171,2047.90615,5.566,0.659075,12.82587,14.66302639,2449.60258,1291.443335,59.63212,1.522187,1158.159245,59.2785,49.7362,627.2874,19.5208,713.0159,5176.9321,1.312501,1.889171,0.465203616,346.8446537,12.51465321,0.385625261,1291.443335,1.218797984,2.08568146,3.304479445,-3407.55131,0.04659713,4.6136,307.3711568,28.57
Hf27.47 Zr6.36 Ti7.13 Nb6.5 V6.92 N44.33 O1.29,0.4433,0.0129,0.0713,0.0692,0.0636,0.065,0.2747,73.3024,0.456200173,2057.44163,5.152,0.653883,12.848192,15.01649332,2507.258668,1320.602885,58.4826,1.5336076,1186.655783,60.7018,50.161,651.1346,19.6556,739.7776,5372.0239,1.329352,1.896519,0.456203652,315.3142389,12.45247692,0.383152419,1320.602885,1.210982378,2.080733292,3.29171567,-3420.428836,0.052153613,4.6033,304.106511,28.5
Hf28.42 Zr6.01 Ti6.51 Nb6.43 V6.71 N44.25 O1.68,0.442455754,0.01679832,0.065093491,0.067093291,0.060093991,0.064293571,0.284171583,73.44575542,0.459254246,2035.824418,5.02559744,0.65620138,12.89136386,14.91378494,2503.921268,1318.44982,58.97568243,1.515342066,1185.471448,60.60333967,49.60063994,658.6736326,19.42815718,745.0088991,5428.367263,1.32730427,1.895442456,0.459257686,467.6092353,12.4008512,0.385014416,1318.44982,1.216867363,2.102126643,3.318994006,-3252.646125,0.034964878,4.607439256,328.0070682,28.23
Hf30.01 Zr5.24 Ti6.24 Nb6.84 V6.28 N44.26 O1.13,0.4426,0.0113,0.0624,0.0628,0.0524,0.0684,0.3001,73.1727,0.453900173,2036.39611,4.768,0.653317,12.884168,15.13243271,2540.293996,1338.39377,58.1492,1.5210568,1201.900226,62.0573,49.8837,679.1431,19.4825,766.2015,5587.0941,1.338076,1.900053,0.453903633,251.6184008,12.11874376,0.383172554,1338.39377,1.211046017,2.06482578,3.275871797,-3384.004726,0.064461308,4.5964,293.765602,24.81
Hf30.31 Zr4.78 Ti5.68 Nb6.83 V5.36 N46.09 O0.96,0.460853915,0.00959904,0.056794321,0.053594641,0.04779522,0.068293171,0.303069693,73.96050395,0.470453122,1967.830457,4.215678432,0.664160584,12.93976102,14.68079214,2480.105433,1305.824843,60.17332267,1.482241576,1174.280591,60.28827117,47.9790021,671.3417658,18.75282472,755.9271073,5514.230477,1.318354165,1.8909989,0.470456452,182.195138,11.73821532,0.389516408,1305.824843,1.23109625,2.045256027,3.276352277,-3339.269459,0.084129869,4.601939806,289.9749092,25.3
Hf27.49 Zr6.09 Ti6.65 Nb5.54 V8.19 N44.75 O1.29,0.4475,0.0129,0.0665,0.0819,0.0609,0.0554,0.2749,73.5323,0.460400171,2053.81675,5.914,0.656562,12.820518,14.72880181,2477.40218,1307.630595,59.00844,1.5140462,1169.771585,60.5973,50.058,647.197,19.5976,728.3433,5330.8018,1.320819,1.892687,0.460403633,315.7916359,12.36225146,0.384315606,1307.630595,1.214658721,2.078585819,3.293244539,-3392.883801,0.051189634,4.6106,309.2347364,27.56
Hf28.67 Zr5.58 Ti6.47 Nb5.83 V7.35 N44.82 O1.28,0.4482,0.0128,0.0647,0.0735,0.0558,0.0583,0.2867,73.5406,0.461000171,2034.49252,5.41,0.65727,12.857717,14.73951723,2488.335212,1312.53125,59.08072,1.4937906,1175.803962,60.8418,49.6527,659.513,19.4201,741.3134,5420.0707,1.323411,1.893697,0.461003609,311.0275091,12.217327,0.385132852,1312.53125,1.217241687,2.075071553,3.29231324,-3354.17059,0.05155693,4.6056,321.4399965,27.76
Hf29.86 Zr5.29 Ti5.94 Nb5.87 V6.67 N44.84 O1.53,0.4484,0.0153,0.0594,0.0667,0.0529,0.0587,0.2986,73.6497,0.46370017,2008.59399,5.002,0.659335,12.914467,14.64078885,2491.137584,1312.29936,59.48976,1.4611048,1178.838224,60.5476,48.9432,670.0899,19.1465,750.758,5497.5734,1.323337,1.89349,0.463703563,408.1400283,12.09534354,0.387027742,1312.29936,1.223230633,2.087251057,3.31048169,-3220.463032,0.038890357,4.6044,311.5088831,30.85
Hf31.4 Zr5.26 Ti5.65 Nb6.16 V6.27 N44.06 O1.19,0.440644064,0.01190119,0.056505651,0.062706271,0.052605261,0.061606161,0.314031403,73.07870787,0.452545429,2030.175428,4.762376238,0.652548255,12.92116412,14.95809281,2553.673963,1343.323682,57.99665967,1.45590359,1210.350281,61.77027703,49.57385739,693.6790679,19.38393839,776.1605161,5688.494449,1.342683268,1.902018202,0.45254887,274.5802347,11.97460109,0.383452675,1343.323682,1.211931361,2.065655888,3.277587249,-3317.800092,0.058583114,4.588758876,287.3188396,25.99
Hf31.54 Zr4.21 Ti5.11 Nb6.02 V5.35 N46.19 O1.57,0.461946195,0.01570157,0.051105111,0.053505351,0.04210421,0.060206021,0.315431543,74.30173017,0.477647931,1933.611951,4.210321032,0.668905891,12.9979858,14.26977516,2453.216046,1291.619117,61.24742474,1.409983198,1161.596929,59.63466347,47.04290429,678.5832583,18.38123812,756.3025303,5546.226023,1.309705971,1.887024702,0.477651194,421.6771767,11.61636361,0.392993922,1291.619117,1.242087198,2.079236996,3.321324194,-3063.231905,0.035581526,4.607060706,290.7616416,25.12
Hf28.17 Zr5.53 Ti6.13 Nb4.9 V7.87 N46.39 O0.99,0.463992799,0.00990198,0.061312262,0.078715743,0.055311062,0.049009802,0.281756351,74.17253451,0.473894946,1999.531196,5.722944589,0.66529906,12.85468094,14.20038576,2423.425769,1279.201255,60.61284257,1.446629926,1144.224514,59.19293859,48.54590918,644.8161632,19.01160232,719.9102821,5288.082817,1.304135827,1.88505201,0.473898303,195.8479006,11.95676657,0.389276294,1279.201255,1.230337352,2.05105257,3.281389922,-3391.182071,0.078096884,4.611522304,309.4058161,28.68
Hf30.67 Zr5.39 Ti6.19 Nb5.14 V7.81 N43.86 O0.94,0.4386,0.0094,0.0619,0.0781,0.0539,0.0514,0.3067,72.884,0.448000176,2068.56246,5.686,0.64907,12.844624,14.86387889,2548.252776,1343.44845,57.35656,1.4420866,1204.804326,62.2819,50.61,688.0706,19.7752,765.8495,5630.2402,1.343365,1.902584,0.44800368,177.1856164,12.0491045,0.380776199,1343.44845,1.203472156,2.052443678,3.255915834,-3437.545735,0.091358154,4.5869,276.7230583,23.14
Hf31.61 Zr4.7 Ti5.81 Nb5.4 V6.96 N44.09 O1.43,0.4409,0.0143,0.0581,0.0696,0.047,0.054,0.3161,73.2258,0.455200173,2027.51549,5.176,0.654081,12.907434,14.71486854,2530.637484,1333.953885,58.39716,1.4229108,1196.683599,61.9802,49.6254,693.4276,19.3688,770.578,5663.6559,1.336268,1.899227,0.455203611,369.3926772,11.95614093,0.38426367,1333.953885,1.214494573,2.079412003,3.293906576,-3217.449601,0.043176115,4.5931,301.7181257,27.78
Hf33.1 Zr4.57 Ti5.29 Nb5.58 V6.51 N43.45 O1.49,0.434543454,0.01490149,0.052905291,0.065106511,0.04570457,0.055805581,0.331033103,72.92219222,0.44944512,2029.89894,4.906390639,0.650808081,12.94124412,14.87230641,2570.977998,1353.324877,57.69370937,1.408635864,1217.65312,62.63236324,49.70817082,712.7536754,19.39713971,790.2073207,5818.581258,1.348137814,1.904374437,0.449448567,392.7379106,11.85851422,0.382920164,1353.324877,1.210248319,2.081367916,3.291616234,-3164.816355,0.040862931,4.585258526,299.3073471,26.38
Hf32.54 Zr3.99 Ti4.83 Nb5.11 V5.47 N47.13 O0.93,0.4713,0.0093,0.0483,0.0547,0.0399,0.0511,0.3254,74.4198,0.480600166,1918.47443,4.282,0.670699,12.998053,13.93202087,2440.373528,1284.270105,61.43524,1.3339652,1156.103423,59.0665,46.5449,686.1396,18.1972,757.8689,5581.1756,1.307141,1.88581,0.480603395,168.5466091,11.21778797,0.394034117,1284.270105,1.245374814,2.031592146,3.276966959,-3196.789781,0.08547588,4.5957,283.9233367,26.6
Hf31.03 Zr5.28 Ti6.39 Nb4.55 V8.94 N42.51 O1.29,0.425142514,0.01290129,0.063906391,0.089408941,0.052805281,0.04550455,0.310331033,72.42034203,0.438043983,2111.313241,6.364536454,0.642553255,12.80823582,14.99832305,2579.289145,1361.930968,56.20948095,1.439265327,1217.358177,63.69816982,51.87008701,697.7213721,20.23382338,772.5078508,5699.048005,1.3540034,1.907493749,0.438047569,317.4446132,12.2259706,0.376956017,1361.930968,1.19139818,2.078117322,3.269515503,-3350.346566,0.052453018,4.585858586,302.0258391,29.61
